Instituição;Unidade;Escopo da Inconsistência;Situação da Inconsistência;Total de Inconsistências
Instituto Federal Farroupilha;Campus Júlio de Castilhos;Matrícula;Inconsistente RA;259
Instituto Federal Farroupilha;Campus Júlio de Castilhos;Matrícula;Validado RA;452
Instituto Federal Farroupilha;Campus Panambi;Ciclo;Validado RA;164
Instituto Federal Farroupilha;Campus Panambi;Curso;Validado RA;29
Instituto Federal Farroupilha;Campus Panambi;Matrícula;Alterado RA;3.690
Instituto Federal Farroupilha;Campus Panambi;Matrícula;Inconsistente RA;2.325
Instituto Federal Farroupilha;Campus Santa Rosa;Ciclo;Alterado PI;2
Instituto Federal Farroupilha;Campus Santa Rosa;Ciclo;Validado RA;229
Instituto Federal Farroupilha;Campus Santa Rosa;Curso;Alterado PI;9
Instituto Federal Farroupilha;Campus Santa Rosa;Curso;Validado PI;4
Instituto Federal Farroupilha;Campus Santa Rosa;Curso;Validado RA;24
Instituto Federal Farroupilha;Campus Santa Rosa;Matrícula;Validado RA;11.809
Instituto Federal Farroupilha;Campus Santo Ângelo;Ciclo;Validado RA;109
Instituto Federal Farroupilha;Campus Santo Ângelo;Curso;Validado RA;12
Instituto Federal Farroupilha;Campus Santo Ângelo;Matrícula;Alterado RA;3.113
Instituto Federal Farroupilha;Campus Santo Ângelo;Matrícula;Inconsistente RA;3
Instituto Federal Farroupilha;Campus Santo Ângelo;Matrícula;Validado RA;902
Instituto Federal Farroupilha;Campus Santo Augusto;Ciclo;Validado RA;163
Instituto Federal Farroupilha;Campus Santo Augusto;Curso;Validado RA;17
Instituto Federal Farroupilha;Campus Santo Augusto;Matrícula;Alterado RA;3.205
Instituto Federal Farroupilha;Campus Santo Augusto;Matrícula;Inconsistente RA;1.927
Instituto Federal Farroupilha;Campus São Borja;Ciclo;Validado RA;154
Instituto Federal Farroupilha;Campus São Borja;Curso;Alterado PI;3
Instituto Federal Farroupilha;Campus São Borja;Curso;Inconsistente PI;1
Instituto Federal Farroupilha;Campus São Borja;Curso;Validado RA;13
Instituto Federal Farroupilha;Campus São Borja;Matrícula;Alterado RA;4.395
Instituto Federal Farroupilha;Campus São Borja;Matrícula;Inconsistente RA;3
Instituto Federal Farroupilha;Campus São Vicente do Sul;Ciclo;Validado RA;226
Instituto Federal Farroupilha;Campus São Vicente do Sul;Curso;Validado PI;23
Instituto Federal Farroupilha;Campus São Vicente do Sul;Matrícula;Alterado RA;2.986
Instituto Federal Farroupilha;Campus São Vicente do Sul;Matrícula;Inconsistente RA;1
Instituto Federal Farroupilha;Campus São Vicente do Sul;Matrícula;Validado RA;7.810
Instituto Federal Farroupilha;Campus Uruguaiana;Ciclo;Alterado RA;26
Instituto Federal Farroupilha;Campus Uruguaiana;Ciclo;Inconsistente RA;33
Instituto Federal Farroupilha;Campus Uruguaiana;Curso;Alterado RA;5
Instituto Federal Farroupilha;Campus Uruguaiana;Curso;Inconsistente RA;5
Instituto Federal Farroupilha;Campus Uruguaiana;Matrícula;Alterado RA;2.068
Instituto Federal Farroupilha;Campus Uruguaiana;Matrícula;Inconsistente RA;8.836
Instituto Federal Fluminense;Campus Avançado Cambuci;Ciclo;Validado RA;49
Instituto Federal Fluminense;Campus Avançado Cambuci;Curso;Validado RA;7
Instituto Federal Fluminense;Campus Avançado Cambuci;Matrícula;Alterado RA;492
Instituto Federal Fluminense;Campus Avançado Cambuci;Matrícula;Inconsistente PI;1
Instituto Federal Fluminense;Campus Avançado Cambuci;Matrícula;Inconsistente RA;444
Instituto Federal Fluminense;Campus Avançado Cambuci;Matrícula;Validado RA;1.251
Instituto Federal Fluminense;Campus Bom Jesus do Itabapoana;Ciclo;Alterado RA;145
Instituto Federal Fluminense;Campus Bom Jesus do Itabapoana;Ciclo;Inconsistente RA;11
Instituto Federal Fluminense;Campus Bom Jesus do Itabapoana;Curso;Validado RA;17
Instituto Federal Fluminense;Campus Bom Jesus do Itabapoana;Matrícula;Alterado RA;4.166
Instituto Federal Fluminense;Campus Bom Jesus do Itabapoana;Matrícula;Inconsistente RA;3.084
Instituto Federal Fluminense;Campus Cabo Frio;Ciclo;Alterado RA;181
Instituto Federal Fluminense;Campus Cabo Frio;Ciclo;Inconsistente RA;71
Instituto Federal Fluminense;Campus Cabo Frio;Curso;Alterado RA;18
Instituto Federal Fluminense;Campus Cabo Frio;Curso;Inconsistente RA;5
Instituto Federal Fluminense;Campus Cabo Frio;Matrícula;Alterado RA;3.077
Instituto Federal Fluminense;Campus Cabo Frio;Matrícula;Inconsistente RA;2.765
Instituto Federal Fluminense;Campus Campos Centro;Ciclo;Alterado RA;229
Instituto Federal Fluminense;Campus Campos Centro;Ciclo;Inconsistente RA;82
Instituto Federal Fluminense;Campus Campos Centro;Ciclo;Validado RA;820
Instituto Federal Fluminense;Campus Campos Centro;Curso;Alterado RA;1
Instituto Federal Fluminense;Campus Campos Centro;Curso;Validado RA;43
Instituto Federal Fluminense;Campus Campos Centro;Matrícula;Alterado RA;19.370
Instituto Federal Fluminense;Campus Campos Centro;Matrícula;Inconsistente RA;12.032
Instituto Federal Fluminense;Campus Campos Centro;Matrícula;Validado RA;3.978
Instituto Federal Fluminense;Campus Campos Guarus;Ciclo;Validado RA;392
Instituto Federal Fluminense;Campus Campos Guarus;Curso;Validado RA;24
Instituto Federal Fluminense;Campus Campos Guarus;Matrícula;Alterado RA;2.279
Instituto Federal Fluminense;Campus Campos Guarus;Matrícula;Inconsistente RA;1.279
Instituto Federal Fluminense;Campus Campos Guarus;Matrícula;Validado RA;6.335
Instituto Federal Fluminense;Campus Itaboraí;Ciclo;Validado RA;95
Instituto Federal Fluminense;Campus Itaboraí;Curso;Validado RA;20
Instituto Federal Fluminense;Campus Itaboraí;Matrícula;Alterado RA;2.242
Instituto Federal Fluminense;Campus Itaboraí;Matrícula;Inconsistente RA;1.568
Instituto Federal Fluminense;Campus Itaperuna;Ciclo;Validado RA;253
Instituto Federal Fluminense;Campus Itaperuna;Curso;Validado RA;15
Instituto Federal Fluminense;Campus Itaperuna;Matrícula;Alterado RA;4.493
Instituto Federal Fluminense;Campus Itaperuna;Matrícula;Inconsistente RA;2.361
Instituto Federal Fluminense;Campus Macaé;Ciclo;Alterado RA;40
Instituto Federal Fluminense;Campus Macaé;Ciclo;Inconsistente RA;9
Instituto Federal Fluminense;Campus Macaé;Ciclo;Validado RA;189
Instituto Federal Fluminense;Campus Macaé;Curso;Alterado RA;1
Instituto Federal Fluminense;Campus Macaé;Curso;Inconsistente RA;2
Instituto Federal Fluminense;Campus Macaé;Curso;Validado RA;11
Instituto Federal Fluminense;Campus Macaé;Matrícula;Alterado RA;2.123
Instituto Federal Fluminense;Campus Macaé;Matrícula;Inconsistente PI;240
Instituto Federal Fluminense;Campus Macaé;Matrícula;Inconsistente RA;1.237
Instituto Federal Fluminense;Campus Macaé;Matrícula;Validado RA;6.012
Instituto Federal Fluminense;Campus Maricá;Ciclo;Alterado RA;34
Instituto Federal Fluminense;Campus Maricá;Ciclo;Inconsistente RA;71
Instituto Federal Fluminense;Campus Maricá;Curso;Alterado RA;6
Instituto Federal Fluminense;Campus Maricá;Curso;Inconsistente RA;3
Instituto Federal Fluminense;Campus Maricá;Matrícula;Alterado RA;1.020
Instituto Federal Fluminense;Campus Maricá;Matrícula;Inconsistente RA;3.340
Instituto Federal Fluminense;Campus Quissamã;Ciclo;Alterado RA;35
Instituto Federal Fluminense;Campus Quissamã;Ciclo;Validado RA;50
Instituto Federal Fluminense;Campus Quissamã;Curso;Validado RA;9
Instituto Federal Fluminense;Campus Quissamã;Matrícula;Alterado RA;1.597
Instituto Federal Fluminense;Campus Quissamã;Matrícula;Inconsistente RA;733
Instituto Federal Fluminense;Campus Quissamã;Matrícula;Validado RA;610
Instituto Federal Fluminense;Campus Santo Antônio de Pádua;Ciclo;Validado RA;67
Instituto Federal Fluminense;Campus Santo Antônio de Pádua;Curso;Validado RA;11
Instituto Federal Fluminense;Campus Santo Antônio de Pádua;Matrícula;Alterado RA;1.021
Instituto Federal Fluminense;Campus Santo Antônio de Pádua;Matrícula;Inconsistente RA;863
Instituto Federal Fluminense;Campus São João da Barra;Ciclo;Validado RA;107
Instituto Federal Fluminense;Campus São João da Barra;Curso;Validado RA;17
Instituto Federal Fluminense;Campus São João da Barra;Matrícula;Alterado RA;3.304
Instituto Federal Fluminense;Campus São João da Barra;Matrícula;Inconsistente RA;3
Instituto Federal Goiano;Campus Campos Belos;Ciclo;Validado RA;95
Instituto Federal Goiano;Campus Campos Belos;Curso;Validado RA;13
Instituto Federal Goiano;Campus Campos Belos;Matrícula;Alterado RA;3.226
Instituto Federal Goiano;Campus Campos Belos;Matrícula;Inconsistente RA;752
Instituto Federal Goiano;Campus Campos Belos;Matrícula;Validado RA;103
Instituto Federal Goiano;Campus Catalão;Ciclo;Alterado RA;39
Instituto Federal Goiano;Campus Catalão;Ciclo;Inconsistente RA;72
Instituto Federal Goiano;Campus Catalão;Curso;Alterado RA;4
Instituto Federal Goiano;Campus Catalão;Curso;Inconsistente RA;10
Instituto Federal Goiano;Campus Catalão;Matrícula;Alterado RA;1.751
Instituto Federal Goiano;Campus Catalão;Matrícula;Inconsistente RA;1.946
Instituto Federal Goiano;Campus Ceres;Ciclo;Alterado RA;244
Instituto Federal Goiano;Campus Ceres;Ciclo;Inconsistente RA;73
Instituto Federal Goiano;Campus Ceres;Curso;Alterado RA;21
Instituto Federal Goiano;Campus Ceres;Curso;Inconsistente RA;3
Instituto Federal Goiano;Campus Ceres;Matrícula;Alterado RA;5.696
Instituto Federal Goiano;Campus Ceres;Matrícula;Inconsistente RA;5.214
Instituto Federal Goiano;Campus Cristalina;Ciclo;Alterado RA;28
Instituto Federal Goiano;Campus Cristalina;Ciclo;Inconsistente RA;15
Instituto Federal Goiano;Campus Cristalina;Ciclo;Validado RA;44
Instituto Federal Goiano;Campus Cristalina;Curso;Validado PI;12
Instituto Federal Goiano;Campus Cristalina;Matrícula;Alterado RA;3.154
Instituto Federal Goiano;Campus Cristalina;Matrícula;Inconsistente RA;1.463
Instituto Federal Goiano;Campus Hidrolândia;Ciclo;Validado PI;38
Instituto Federal Goiano;Campus Hidrolândia;Curso;Validado PI;9
Instituto Federal Goiano;Campus Hidrolândia;Matrícula;Alterado RA;1.473
Instituto Federal Goiano;Campus Hidrolândia;Matrícula;Inconsistente RA;539
Instituto Federal Goiano;Campus Hidrolândia;Matrícula;Validado PI;794
Instituto Federal Goiano;Campus Ipameri;Ciclo;Validado PI;6
Instituto Federal Goiano;Campus Ipameri;Ciclo;Validado RA;101
Instituto Federal Goiano;Campus Ipameri;Curso;Validado PI;2
Instituto Federal Goiano;Campus Ipameri;Curso;Validado RA;21
Instituto Federal Goiano;Campus Ipameri;Matrícula;Alterado PI;14
Instituto Federal Goiano;Campus Ipameri;Matrícula;Alterado RA;1.525
Instituto Federal Goiano;Campus Ipameri;Matrícula;Inconsistente PI;33
Instituto Federal Goiano;Campus Ipameri;Matrícula;Validado RA;3.604
Instituto Federal Goiano;Campus Iporá;Ciclo;Alterado RA;126
Instituto Federal Goiano;Campus Iporá;Ciclo;Validado RA;115
Instituto Federal Goiano;Campus Iporá;Curso;Validado RA;23
Instituto Federal Goiano;Campus Iporá;Matrícula;Alterado RA;6.211
Instituto Federal Goiano;Campus Iporá;Matrícula;Inconsistente RA;2.498
Instituto Federal Goiano;Campus Iporá;Matrícula;Validado RA;486
Instituto Federal Goiano;Campus Morrinhos;Ciclo;Alterado RA;239
Instituto Federal Goiano;Campus Morrinhos;Ciclo;Inconsistente RA;63
Instituto Federal Goiano;Campus Morrinhos;Curso;Validado RA;15
Instituto Federal Goiano;Campus Morrinhos;Matrícula;Alterado RA;4.841
Instituto Federal Goiano;Campus Morrinhos;Matrícula;Inconsistente RA;4.158
Instituto Federal Goiano;Campus Posse;Ciclo;Alterado RA;6
Instituto Federal Goiano;Campus Posse;Ciclo;Inconsistente RA;38
Instituto Federal Goiano;Campus Posse;Ciclo;Validado RA;99
Instituto Federal Goiano;Campus Posse;Curso;Validado PI;14
Instituto Federal Goiano;Campus Posse;Matrícula;Alterado RA;5.093
Instituto Federal Goiano;Campus Posse;Matrícula;Inconsistente RA;1.776
Instituto Federal Goiano;Campus Rio Verde;Ciclo;Alterado RA;549
Instituto Federal Goiano;Campus Rio Verde;Ciclo;Inconsistente RA;45
Instituto Federal Goiano;Campus Rio Verde;Curso;Validado RA;36
Instituto Federal Goiano;Campus Rio Verde;Matrícula;Alterado RA;9.614
Instituto Federal Goiano;Campus Rio Verde;Matrícula;Inconsistente RA;6.554
Instituto Federal Goiano;Campus Trindade;Ciclo;Alterado RA;97
Instituto Federal Goiano;Campus Trindade;Ciclo;Inconsistente RA;14
Instituto Federal Goiano;Campus Trindade;Curso;Validado RA;12
Instituto Federal Goiano;Campus Trindade;Matrícula;Alterado RA;2.545
Instituto Federal Goiano;Campus Trindade;Matrícula;Inconsistente RA;1.969
Instituto Federal Goiano;Campus Urutaí;Ciclo;Alterado RA;150
Instituto Federal Goiano;Campus Urutaí;Ciclo;Inconsistente RA;60
Instituto Federal Goiano;Campus Urutaí;Ciclo;Validado RA;56
Instituto Federal Goiano;Campus Urutaí;Curso;Validado RA;23
Instituto Federal Goiano;Campus Urutaí;Matrícula;Alterado RA;6.206
Instituto Federal Goiano;Campus Urutaí;Matrícula;Inconsistente RA;2.902
Instituto Federal Sul-rio-grandense;Campus Avançado Novo Hamburgo;Ciclo;Alterado RA;23
Instituto Federal Sul-rio-grandense;Campus Avançado Novo Hamburgo;Ciclo;Inconsistente RA;219
Instituto Federal Sul-rio-grandense;Campus Avançado Novo Hamburgo;Curso;Alterado RA;29
Instituto Federal Sul-rio-grandense;Campus Avançado Novo Hamburgo;Curso;Inconsistente RA;11
Instituto Federal Sul-rio-grandense;Campus Avançado Novo Hamburgo;Matrícula;Alterado RA;24.665
Instituto Federal Sul-rio-grandense;Campus Avançado Novo Hamburgo;Matrícula;Inconsistente RA;55.416
Instituto Federal Sul-rio-grandense;Campus Bagé;Ciclo;Validado RA;361
Instituto Federal Sul-rio-grandense;Campus Bagé;Curso;Validado RA;55
Instituto Federal Sul-rio-grandense;Campus Bagé;Matrícula;Alterado RA;21.188
Instituto Federal Sul-rio-grandense;Campus Bagé;Matrícula;Inconsistente RA;7.617
Instituto Federal Sul-rio-grandense;Campus Camaquã;Ciclo;Alterado RA;79
Instituto Federal Sul-rio-grandense;Campus Camaquã;Ciclo;Inconsistente RA;148
Instituto Federal Sul-rio-grandense;Campus Camaquã;Ciclo;Validado RA;63
Instituto Federal Sul-rio-grandense;Campus Camaquã;Curso;Validado RA;46
Instituto Federal Sul-rio-grandense;Campus Camaquã;Matrícula;Alterado RA;19.675
Instituto Federal Sul-rio-grandense;Campus Camaquã;Matrícula;Inconsistente RA;9.977
Instituto Federal Sul-rio-grandense;Campus Charqueadas;Ciclo;Validado RA;231
Instituto Federal Sul-rio-grandense;Campus Charqueadas;Curso;Validado RA;33
Instituto Federal Sul-rio-grandense;Campus Charqueadas;Matrícula;Alterado RA;19.089
Instituto Federal Sul-rio-grandense;Campus Charqueadas;Matrícula;Inconsistente RA;8.415
Instituto Federal Sul-rio-grandense;Campus Gravataí;Ciclo;Validado RA;271
Instituto Federal Sul-rio-grandense;Campus Gravataí;Curso;Validado RA;43
Instituto Federal Sul-rio-grandense;Campus Gravataí;Matrícula;Validado RA;28.936
Instituto Federal Sul-rio-grandense;Campus Jaguarão;Ciclo;Validado RA;159
Instituto Federal Sul-rio-grandense;Campus Jaguarão;Curso;Validado RA;25
Instituto Federal Sul-rio-grandense;Campus Jaguarão;Matrícula;Alterado RA;15.150
Instituto Federal Sul-rio-grandense;Campus Jaguarão;Matrícula;Inconsistente PI;20
Instituto Federal Sul-rio-grandense;Campus Jaguarão;Matrícula;Inconsistente RA;8.762
Instituto Federal Sul-rio-grandense;Campus Jaguarão;Matrícula;Validado RA;81
Instituto Federal Sul-rio-grandense;Campus Lajeado;Ciclo;Alterado RA;54
Instituto Federal Sul-rio-grandense;Campus Lajeado;Ciclo;Inconsistente RA;90
Instituto Federal Sul-rio-grandense;Campus Lajeado;Ciclo;Validado RA;78
Instituto Federal Sul-rio-grandense;Campus Lajeado;Curso;Alterado RA;17
Instituto Federal Sul-rio-grandense;Campus Lajeado;Curso;Validado RA;25
Instituto Federal Sul-rio-grandense;Campus Lajeado;Matrícula;Alterado RA;15.369
Instituto Federal Sul-rio-grandense;Campus Lajeado;Matrícula;Inconsistente RA;13.340
Instituto Federal Sul-rio-grandense;Campus Passo Fundo;Ciclo;Alterado RA;4
Instituto Federal Sul-rio-grandense;Campus Passo Fundo;Ciclo;Validado RA;373
Instituto Federal Sul-rio-grandense;Campus Passo Fundo;Curso;Validado RA;54
Instituto Federal Sul-rio-grandense;Campus Passo Fundo;Matrícula;Alterado RA;4.840
Instituto Federal Sul-rio-grandense;Campus Passo Fundo;Matrícula;Inconsistente RA;2.171
Instituto Federal Sul-rio-grandense;Campus Passo Fundo;Matrícula;Validado RA;29.618
Instituto Federal Sul-rio-grandense;Campus Pelotas;Ciclo;Validado RA;1.042
Instituto Federal Sul-rio-grandense;Campus Pelotas;Curso;Validado RA;70
Instituto Federal Sul-rio-grandense;Campus Pelotas;Matrícula;Alterado RA;39.487
Instituto Federal Sul-rio-grandense;Campus Pelotas;Matrícula;Inconsistente RA;104
Instituto Federal Sul-rio-grandense;Campus Pelotas;Matrícula;Validado RA;25.363
Instituto Federal Sul-rio-grandense;Campus Pelotas Visconde da Graça;Ciclo;Alterado RA;193
Instituto Federal Sul-rio-grandense;Campus Pelotas Visconde da Graça;Ciclo;Inconsistente RA;138
Instituto Federal Sul-rio-grandense;Campus Pelotas Visconde da Graça;Curso;Alterado RA;12
Instituto Federal Sul-rio-grandense;Campus Pelotas Visconde da Graça;Curso;Inconsistente RA;17
Instituto Federal Sul-rio-grandense;Campus Pelotas Visconde da Graça;Curso;Validado RA;13
Instituto Federal Sul-rio-grandense;Campus Pelotas Visconde da Graça;Matrícula;Alterado RA;12.007
Instituto Federal Sul-rio-grandense;Campus Pelotas Visconde da Graça;Matrícula;Inconsistente RA;16.972
Instituto Federal Sul-rio-grandense;Campus Santana do Livramento;Ciclo;Alterado RA;267
Instituto Federal Sul-rio-grandense;Campus Santana do Livramento;Ciclo;Inconsistente RA;47
Instituto Federal Sul-rio-grandense;Campus Santana do Livramento;Curso;Validado RA;47
Instituto Federal Sul-rio-grandense;Campus Santana do Livramento;Matrícula;Alterado RA;17.445
Instituto Federal Sul-rio-grandense;Campus Santana do Livramento;Matrícula;Inconsistente RA;11.163
Instituto Federal Sul-rio-grandense;Campus Sapiranga;Ciclo;Validado RA;267
Instituto Federal Sul-rio-grandense;Campus Sapiranga;Curso;Validado RA;39
Instituto Federal Sul-rio-grandense;Campus Sapiranga;Matrícula;Alterado RA;17.739
Instituto Federal Sul-rio-grandense;Campus Sapiranga;Matrícula;Inconsistente RA;9.593
Instituto Federal Sul-rio-grandense;Campus Sapucaia do Sul;Ciclo;Validado RA;405
Instituto Federal Sul-rio-grandense;Campus Sapucaia do Sul;Curso;Validado RA;54
Instituto Federal Sul-rio-grandense;Campus Sapucaia do Sul;Matrícula;Validado RA;35.201
Instituto Federal Sul-rio-grandense;Campus Venâncio Aires;Ciclo;Alterado RA;68
Instituto Federal Sul-rio-grandense;Campus Venâncio Aires;Ciclo;Validado RA;202
Instituto Federal Sul-rio-grandense;Campus Venâncio Aires;Curso;Validado RA;32
Instituto Federal Sul-rio-grandense;Campus Venâncio Aires;Matrícula;Alterado RA;26.838
Instituto Federal Sul-rio-grandense;Campus Venâncio Aires;Matrícula;Inconsistente RA;4
